sample_id,task,selector,reference_variant,candidate_variant,transition,prediction_changed,reference_correct,candidate_correct,reference_prediction,candidate_prediction,answer,question,frame_indices,pool_reconstruction_error,selected_reconstruction_error
object_existence_0089,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,Are there any gray objects that enter the scene?,"[94, 98, 102, 110, 114, 118, 122, 126]",0.027258045971393585,0.027072882279753685
object_existence_0093,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,Are there any gray objects that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02886754646897316,0.029168926179409027
object_existence_0097,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,no,no,yes,Are there any stationary cylinders?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.027049537748098373,0.027545301243662834
object_existence_0102,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,no,no,yes,Are there any moving yellow objects?,"[90, 98, 102, 110, 114, 118, 122, 126]",0.0280048456043005,0.028206143528223038
object_existence_0104,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,Are there any rubber cylinders that enter the scene?,"[82, 86, 90, 94, 98, 118, 122, 126]",0.02816074527800083,0.027906004339456558
object_existence_0130,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,yes,yes,no,Are there any brown cylinders that enter the scene?,"[86, 102, 106, 110, 114, 118, 122, 126]",0.026833277195692062,0.026826901361346245
object_existence_0135,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,no,no,yes,Are there any moving rubber objects?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.025870271027088165,0.025411762297153473
object_existence_0137,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,Are there any cylinders that enter the scene?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.029369959607720375,0.02985992096364498
object_existence_0141,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,no,no,yes,Are there any stationary cubes when the video ends?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.02629587985575199,0.026554182171821594
object_existence_0147,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,no,no,no,Are there any stationary yellow objects when the video ends?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.026936527341604233,0.02707776054739952
object_existence_0152,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,no,no,no,Are there any metal cubes that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02764369733631611,0.027391862124204636
object_existence_0153,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,Are there any stationary gray objects?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.028235329315066338,0.027538267895579338
object_existence_0155,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,no,no,no,Are there any stationary gray objects when the video ends?,"[90, 102, 106, 110, 114, 118, 122, 126]",0.027120931074023247,0.026367178186774254
object_existence_0157,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,Are there any yellow spheres that enter the scene?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.026997186243534088,0.0266929529607296
object_existence_0159,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,no,no,no,Are there any cylinders that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.029110247269272804,0.0292095635086298
object_existence_0177,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,no,no,yes,Are there any moving blue objects when the video begins?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.02501513622701168,0.025110909715294838
object_existence_0186,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,no,no,no,Are there any moving cyan objects?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.026936981827020645,0.027186699211597443
object_existence_0198,object_existence,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,yes,yes,no,Are there any rubber cubes that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02756449021399021,0.02733783610165119
scene_transition_0001,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the creek to the stairs.,From the creek to the stairs.,From the creek to the stairs.,What's the right option for how the scenes in the video change?,"[309, 328, 346, 365, 403, 553, 571, 590]",0.0710517168045044,0.06915051490068436
scene_transition_0011,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From the kitchen to the backyard.,From the kitchen to the backyard.,From the front of the house to inside the living room.,"Based on the video, which choice shows the scene changes accurately?","[365, 384, 421, 459, 478, 553, 571, 590]",0.06928998231887817,0.05859452858567238
scene_transition_0024,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From room to spaceship.,From room to spaceship.,From room to spaceship.,Which choice tells us the correct order of scenes in the video?,"[403, 478, 496, 515, 534, 553, 571, 590]",0.05666763707995415,0.05610237270593643
scene_transition_0025,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the car to the Nash's house.,From the car to the Nash's house.,From the car to the Nash's house.,"Based on the video, which choice shows the scene changes accurately?","[346, 365, 384, 421, 440, 553, 571, 590]",0.06618175655603409,0.06681795418262482
scene_transition_0038,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From home to outside.,From home to outside.,From home to outside.,"Based on the video, which choice shows the scene changes accurately?","[328, 365, 403, 440, 496, 553, 571, 590]",0.06941830366849899,0.068682961165905
scene_transition_0042,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the entrance to the elevator to the entrance of the park.,From the entrance to the elevator to the entrance of the park.,From the entrance to the elevator to the entrance of the park.,Which choice tells us the correct order of scenes in the video?,"[384, 478, 496, 515, 534, 553, 571, 590]",0.07052269577980042,0.06826459616422653
scene_transition_0047,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From the office to the park.,From the office to the park.,From the street to the carriage.,Pick the choice that correctly describes how the scenes in the video change.,"[459, 478, 496, 515, 534, 553, 571, 590]",0.08547475188970566,0.08433230221271515
scene_transition_0048,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the classroom to Evan's dorm room.,From the classroom to Evan's dorm room.,From the classroom to Evan's dorm room.,Which choice tells us the correct order of scenes in the video?,"[328, 365, 384, 440, 534, 553, 571, 590]",0.06821609288454056,0.06941769272089005
scene_transition_0055,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From a stone house to a cave.,From a stone house to a cave.,From a stone house to a cave.,What's the right option for how the scenes in the video change?,"[384, 403, 421, 440, 478, 553, 571, 590]",0.056813064962625504,0.056599486619234085
scene_transition_0065,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From room to ocean.,From room to ocean.,From room to ocean.,Can you choose the option that matches how the scenes change in the video?,"[309, 328, 346, 365, 384, 553, 571, 590]",0.06270778179168701,0.06456057727336884
scene_transition_0074,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the pillow pile to the room.,From the pillow pile to the room.,From the pillow pile to the room.,What's the right option for how the scenes in the video change?,"[365, 421, 440, 459, 515, 553, 571, 590]",0.07596558332443237,0.0763746127486229
scene_transition_0079,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the aisle to the ruins.,From the aisle to the ruins.,From the aisle to the ruins.,Which choice tells us the correct order of scenes in the video?,"[309, 328, 346, 365, 515, 553, 571, 590]",0.07665887475013733,0.0745701715350151
scene_transition_0084,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,1,0,0,From the park to the museum.,From the office to the cafe.,From the beach to the restroom.,Can you choose the option that matches how the scenes change in the video?,"[309, 328, 346, 365, 440, 553, 571, 590]",0.08307981491088867,0.07921190559864044
scene_transition_0087,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the window to the breakfast table in the morning.,From the window to the breakfast table in the morning.,From the window to the breakfast table in the morning.,"Based on the video, which choice shows the scene changes accurately?","[309, 346, 384, 421, 440, 553, 571, 590]",0.05237641558051109,0.05210084468126297
scene_transition_0096,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From the park to the museum.,From the park to the museum.,From shoes to the building.1.,Pick the choice that correctly describes how the scenes in the video change.,"[309, 365, 384, 478, 496, 553, 571, 590]",0.05713541805744171,0.057280875742435455
scene_transition_0098,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From Sarah's house to a library.,From Sarah's house to a library.,From Shawn's car to a classroom.,"Based on the video, which choice shows the scene changes accurately?","[309, 328, 346, 365, 496, 553, 571, 590]",0.07246635109186172,0.07355104386806488
scene_transition_0099,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From the village to the bustling city.,From the village to the bustling city.,From a small boat to the royal harbor.,"Based on the video, which choice shows the scene changes accurately?","[328, 384, 421, 440, 534, 553, 571, 590]",0.059971217066049576,0.05821606144309044
scene_transition_0102,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From beauty to the hotel suite.,From beauty to the hotel suite.,From beauty to the hotel suite.,Which choice tells us the correct order of scenes in the video?,"[403, 440, 496, 515, 534, 553, 571, 590]",0.07082182914018631,0.0678292065858841
scene_transition_0106,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From Frodo's pocket to the study balcony.,From Frodo's pocket to the study balcony.,From Frodo's pocket to the study balcony.,Pick the choice that correctly describes how the scenes in the video change.,"[309, 328, 346, 365, 403, 553, 571, 590]",0.06183860823512077,0.0631890594959259
scene_transition_0107,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the cabin to the boiler room.,From the cabin to the boiler room.,From the cabin to the boiler room.,Can you choose the option that matches how the scenes change in the video?,"[403, 459, 478, 496, 515, 553, 571, 590]",0.0626235231757164,0.06272871047258377
scene_transition_0109,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From Eve's room to the front of the amusement park.,From Eve's room to the front of the amusement park.,From Eve's room to the front of the amusement park.,"Based on the video, which choice shows the scene changes accurately?","[328, 346, 403, 440, 459, 553, 571, 590]",0.06909752637147903,0.06686726212501526
scene_transition_0111,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From dreams to the hotel lobby.1.,From dreams to the hotel lobby.1.,From dreams to the hotel lobby.1.,Which choice matches the scene changes in the video?,"[346, 365, 384, 403, 440, 553, 571, 590]",0.07635941356420517,0.07753104716539383
scene_transition_0115,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From a building to the interior of the building.,From a building to the interior of the building.,From a building to the interior of the building.,Which choice matches the scene changes in the video?,"[328, 403, 421, 496, 534, 553, 571, 590]",0.06092202290892601,0.06313467025756836
scene_transition_0117,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From Sengel to Rohan.,From Sengel to Rohan.,From Sengel to Rohan.,"Based on the video, which choice shows the scene changes accurately?","[328, 346, 365, 384, 459, 553, 571, 590]",0.06268824636936188,0.06311313807964325
scene_transition_0119,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From the subway station to the bus stop.,From the subway station to the bus stop.,From the elevator to the robot channel.,What's the right option for how the scenes in the video change?,"[309, 403, 478, 496, 515, 553, 571, 590]",0.06853994727134705,0.06822589784860611
scene_transition_0124,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the wall to the elevator.,From the wall to the elevator.,From the wall to the elevator.,Which choice tells us the correct order of scenes in the video?,"[346, 365, 403, 421, 478, 553, 571, 590]",0.061569202691316605,0.06585722416639328
scene_transition_0132,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From prison to the bus.,From prison to the bus.,From prison to the bus.,Can you choose the option that matches how the scenes change in the video?,"[384, 440, 459, 478, 496, 553, 571, 590]",0.08248131722211838,0.08368319272994995
scene_transition_0133,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the road to the van.,From the road to the van.,From the road to the van.,Which choice tells us the correct order of scenes in the video?,"[403, 421, 478, 496, 515, 553, 571, 590]",0.05556060001254082,0.0585380382835865
scene_transition_0139,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the room to the hospital corridor.,From the room to the hospital corridor.,From the room to the hospital corridor.,Pick the choice that correctly describes how the scenes in the video change.,"[346, 478, 496, 515, 534, 553, 571, 590]",0.059666410088539124,0.06132286787033081
scene_transition_0149,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From the office to the park.,From the office to the park.,From the wall to the residential area.,Which choice matches the scene changes in the video?,"[309, 328, 346, 365, 421, 553, 571, 590]",0.06798215210437775,0.0716383084654808
scene_transition_0151,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the stairs to the sunshine.,From the stairs to the sunshine.,From the stairs to the sunshine.,Which choice tells us the correct order of scenes in the video?,"[309, 328, 440, 478, 496, 553, 571, 590]",0.06478251516819,0.06558354943990707
scene_transition_0157,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the ward to the kitchen.,From the ward to the kitchen.,From the ward to the kitchen.,Can you choose the option that matches how the scenes change in the video?,"[309, 328, 346, 403, 421, 553, 571, 590]",0.0718512162566185,0.07171580195426941
scene_transition_0164,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From outside Liang's apartment to outside a taxi.,From outside Liang's apartment to outside a taxi.,From outside Liang's apartment to outside a taxi.,Which choice matches the scene changes in the video?,"[421, 440, 478, 496, 534, 553, 571, 590]",0.08139237761497498,0.08296681195497513
scene_transition_0166,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From ZuBao to NiuFu.,From ZuBao to NiuFu.,From ZuBao to NiuFu.,"Based on the video, which choice shows the scene changes accurately?","[346, 365, 421, 440, 515, 553, 571, 590]",0.07210484147071838,0.07288965582847595
scene_transition_0174,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,From the decoration shop to the secretary's office.,From the decoration shop to the secretary's office.,From the decoration shop to the secretary's office.,Can you choose the option that matches how the scenes change in the video?,"[403, 421, 440, 459, 534, 553, 571, 590]",0.06520675122737885,0.07197922468185425
scene_transition_0176,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From the train station to the hotel.,From the train station to the hotel.,From the elevator to my own yard.,Can you choose the option that matches how the scenes change in the video?,"[309, 384, 421, 440, 534, 553, 571, 590]",0.06999073922634125,0.06785925477743149
scene_transition_0178,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From the city streets to the tranquil countryside.,From the city streets to the tranquil countryside.,From the TV screen to the beach pier.,Which choice matches the scene changes in the video?,"[421, 440, 478, 496, 515, 553, 571, 590]",0.060847893357276917,0.05871202424168587
scene_transition_0180,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From the classroom to the university library.,From the classroom to the university library.,From the House room to the Security Department Building.,"Based on the video, which choice shows the scene changes accurately?","[384, 421, 459, 478, 496, 553, 571, 590]",0.06010192260146141,0.060083962976932526
scene_transition_0190,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From the park to the subway station.,From the park to the subway station.,From the lawn to the bus platform.,Pick the choice that correctly describes how the scenes in the video change.,"[403, 421, 459, 515, 534, 553, 571, 590]",0.07658831030130386,0.07774613052606583
scene_transition_0198,scene_transition,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,From the living room to the kitchen.,From the living room to the kitchen.,From Molly's cabin to the mirror in front.,"Based on the video, which choice shows the scene changes accurately?","[365, 403, 421, 440, 459, 553, 571, 590]",0.0679071694612503,0.06630069762468338
state_change_0004,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[574, 607, 738, 771, 804, 968, 1001, 1034]",0.07061586529016495,0.07037611305713654
state_change_0009,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[526, 556, 676, 766, 796, 886, 916, 946]",0.06910815089941025,0.06918515264987946
state_change_0018,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[207, 219, 230, 290, 313, 349, 361, 373]",0.06526476889848709,0.06490135192871094
state_change_0020,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[365, 386, 407, 512, 533, 616, 637, 658]",0.06463336199522018,0.06428743898868561
state_change_0022,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[213, 225, 237, 249, 262, 359, 371, 383]",0.06948579847812653,0.0691206157207489
state_change_0023,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work because the person unplugged the device during the video.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[610, 640, 699, 818, 848, 878, 908, 938]",0.06990156322717667,0.07069924473762512
state_change_0028,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[599, 651, 676, 702, 727, 753, 778, 804]",0.059507180005311966,0.05964154005050659
state_change_0030,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[384, 450, 538, 582, 626, 648, 670, 692]",0.07402142882347107,0.07282683998346329
state_change_0031,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[422, 443, 464, 484, 505, 608, 629, 649]",0.06859153509140015,0.06866706162691116
state_change_0034,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,The water seems hot.,The water seems hot.,The water seems cold.,What can you say about the temperature of the water being poured?,"[590, 711, 741, 802, 832, 893, 923, 953]",0.06453090906143188,0.06451770663261414
state_change_0035,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,The water seems hot.,The water seems hot.,The water seems cold.,What can you say about the temperature of the water being poured?,"[737, 770, 868, 901, 934, 967, 999, 1032]",0.07063858956098557,0.06944257020950317
state_change_0044,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,No,No,No,Is the bag empty at the end?,"[199, 219, 258, 268, 277, 287, 297, 307]",0.05807751789689064,0.05877315625548363
state_change_0047,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,No,No,Yes,Is the bag empty at the end?,"[412, 436, 460, 483, 672, 696, 719, 743]",0.06910156458616257,0.0696542039513588
state_change_0050,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,no,no,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[311, 342, 372, 418, 433, 448, 464, 479]",0.07183939963579178,0.06986313313245773
state_change_0055,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,No,No,Yes,Is the bag empty at the end?,"[456, 500, 522, 567, 634, 656, 678, 700]",0.06873096525669098,0.06881885230541229
state_change_0057,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[537, 570, 668, 700, 896, 961, 994, 1026]",0.06727182120084763,0.06715310364961624
state_change_0058,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[704, 737, 868, 901, 934, 967, 999, 1032]",0.06412499397993088,0.06397586315870285
state_change_0061,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[737, 770, 803, 835, 868, 967, 999, 1032]",0.06650170683860779,0.06610503792762756
state_change_0062,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,No,No,Yes,Is the bag empty at the end?,"[397, 445, 469, 542, 566, 710, 734, 758]",0.06879536062479019,0.06963838636875153
state_change_0076,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,yes,yes,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[599, 660, 783, 844, 875, 906, 936, 967]",0.08025755733251572,0.08047671616077423
state_change_0077,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work because the person unplugged the device during the video.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[258, 268, 279, 289, 300, 310, 321, 331]",0.06870599091053009,0.06670697033405304
state_change_0085,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[404, 428, 649, 673, 698, 722, 747, 771]",0.06847569346427917,0.06804779171943665
state_change_0093,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[704, 737, 803, 835, 934, 967, 999, 1032]",0.0785561129450798,0.07875426858663559
state_change_0095,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[360, 379, 416, 434, 527, 545, 564, 582]",0.07576234638690948,0.07537499815225601
state_change_0110,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,No,No,No,Is the bag empty at the end?,"[237, 298, 310, 335, 347, 359, 371, 383]",0.07966309785842896,0.07849989831447601
state_change_0115,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[429, 559, 663, 715, 741, 767, 793, 819]",0.06947386264801025,0.06934525072574615
state_change_0133,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[151, 179, 234, 243, 261, 271, 280, 289]",0.06437007337808609,0.06408586353063583
state_change_0136,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[422, 446, 494, 566, 591, 711, 735, 759]",0.06526417285203934,0.06496007740497589
state_change_0143,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[675, 733, 761, 790, 819, 848, 876, 905]",0.06075580418109894,0.06033369526267052
state_change_0144,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,yes,yes,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[535, 558, 580, 603, 649, 672, 694, 717]",0.06493076682090759,0.0657096728682518
state_change_0149,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,yes,yes,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[235, 256, 277, 287, 298, 308, 319, 329]",0.06911258399486542,0.06885877996683121
state_change_0154,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[453, 475, 519, 542, 630, 652, 674, 696]",0.06376074254512787,0.06281136721372604
state_change_0157,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[463, 649, 675, 728, 755, 781, 808, 834]",0.0660090371966362,0.06571125239133835
state_change_0160,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,No water was poured.,No water was poured.,The water seems cold.,What can you say about the temperature of the water being poured?,"[639, 672, 737, 868, 901, 967, 999, 1032]",0.06726525723934174,0.06697072833776474
state_change_0166,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[335, 354, 373, 526, 545, 565, 584, 603]",0.06719684600830078,0.06692030280828476
state_change_0175,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,No,No,No,Is the bag empty at the end?,"[464, 483, 502, 521, 540, 559, 578, 597]",0.07003770023584366,0.06974737346172333
state_change_0176,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[517, 800, 831, 862, 894, 925, 956, 988]",0.07631120085716248,0.07647423446178436
state_change_0188,state_change,learned_recent_query_topk,full,pca_r256_grid2x2,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[280, 291, 303, 314, 325, 337, 348, 360]",0.07139413803815842,0.07170595973730087
